sale_date,listing_id,units_sold,seller_id,price,rating,in_stock,category,revenue
2025-09-23,1426,3,176,60.37,3.25,1,Home,181.11
2025-06-17,1520,3,91,29.12,3.33,1,Electronics,87.36
2025-11-06,250,2,206,65.36,4.28,0,Sports,0.0
2025-12-08,1561,2,151,19.14,3.96,1,Home,38.28
2025-01-08,1693,2,34,35.53,4.69,1,Beauty,95.93
2025-12-30,1029,2,248,53.29,3.98,0,Beauty,0.0
2025-07-04,734,2,91,42.23,5.0,1,Home,114.02
2025-02-20,1339,2,265,41.87,4.52,1,Sports,113.05
2025-11-30,754,3,258,16.61,4.16,1,Sports,49.83
2025-05-11,970,1,261,93.5,4.52,1,Toys,126.22
2025-01-12,819,2,165,43.62,4.42,1,Sports,87.24
2025-01-15,1180,1,126,15.66,4.88,1,Home,21.14
2025-02-12,896,1,136,6.0,4.58,1,Electronics,8.1
2025-06-27,831,3,171,14.53,3.98,0,Beauty,0.0
2025-08-24,101,1,199,11.94,3.19,1,Beauty,11.94
2025-06-12,503,2,6,50.46,4.59,1,Beauty,136.24
2025-09-28,912,1,299,50.07,3.71,0,Beauty,0.0
2025-07-19,1427,1,198,35.95,3.53,1,Home,35.95
2025-07-12,228,1,193,22.28,3.89,1,Beauty,22.28
2025-09-30,252,1,315,42.69,4.19,1,Home,42.69
2025-11-23,1288,3,254,17.57,3.26,1,Beauty,52.71
2025-11-05,1753,2,61,38.1,4.83,0,Home,0.0
2025-10-21,1629,3,218,6.76,4.76,1,Sports,27.38
2025-10-17,354,1,220,62.17,4.44,0,Home,0.0
2025-12-02,1162,3,240,60.64,4.2,1,Electronics,181.92
2025-08-05,280,3,173,58.53,4.35,1,Electronics,175.59
2025-09-25,1353,1,199,25.33,3.74,1,Toys,25.33
2025-02-21,1422,2,189,36.06,4.15,1,Beauty,72.12
2025-11-30,846,3,261,60.15,3.92,1,Toys,180.45
2025-09-16,531,3,25,26.2,4.19,1,Beauty,78.6
2025-01-19,1165,1,267,47.71,3.82,1,Toys,47.71
2025-05-17,20,2,211,67.7,4.42,1,Sports,135.4
2025-07-22,762,2,84,69.54,4.11,1,Sports,139.08
2025-08-27,1379,2,54,23.98,3.93,1,Toys,47.96
2025-03-03,399,1,70,54.84,4.14,1,Toys,54.84
2025-11-23,698,2,142,28.09,5.0,1,Home,75.84
2025-11-04,1120,2,240,8.91,4.2,1,Beauty,17.82
2025-05-06,1291,2,251,20.87,4.42,1,Electronics,41.74
2025-03-24,922,1,263,13.42,3.79,0,Sports,0.0
2025-11-22,640,3,111,44.62,4.05,1,Electronics,133.86
2025-01-20,630,3,169,6.0,4.71,0,Home,0.0
2025-10-05,825,1,110,63.98,4.16,1,Sports,63.98
2025-03-05,1065,2,307,61.89,4.27,1,Toys,123.78
2025-02-18,1507,3,142,58.35,4.93,1,Beauty,236.32
2025-07-06,69,2,301,27.01,4.53,1,Beauty,72.93
2025-09-12,613,1,167,39.42,4.85,1,Home,53.22
2025-05-10,758,3,265,24.07,4.74,1,Home,97.48
2025-07-19,353,1,290,20.23,5.0,1,Toys,27.31
2025-05-01,355,3,160,16.87,3.91,1,Home,50.61
2025-05-11,1532,2,268,38.65,4.78,1,Beauty,104.36
2025-04-26,1566,1,223,90.07,4.51,1,Electronics,121.59
2025-09-04,202,2,209,6.0,3.87,1,Sports,12.0
2025-12-21,144,1,233,23.58,4.0,0,Sports,0.0
2025-10-30,546,3,125,71.18,4.38,1,Toys,213.54
2025-12-31,735,2,150,67.11,3.86,1,Beauty,134.22
2025-11-16,1782,1,14,9.16,3.09,1,Sports,9.16
2025-08-15,467,1,97,53.24,4.62,1,Beauty,71.87
2025-07-12,608,1,136,23.89,4.31,1,Home,23.89
2025-07-11,533,2,170,6.0,4.72,1,Sports,16.2
2025-03-11,607,3,6,50.51,5.0,1,Toys,204.57
2025-10-25,1324,1,76,49.08,4.1,1,Beauty,49.08
2025-03-12,1083,2,233,7.41,4.29,1,Sports,14.82
2025-06-13,1696,3,18,68.25,5.0,0,Toys,0.0
2025-05-24,772,2,61,82.02,4.21,1,Beauty,164.04
2025-12-24,969,3,165,27.08,4.46,1,Electronics,81.24
2025-12-27,224,2,301,37.32,3.8,1,Sports,74.64
2025-05-28,987,1,239,70.36,4.85,1,Home,94.99
2025-04-10,1370,2,95,38.01,4.08,1,Beauty,76.02
2025-07-27,1771,3,274,66.44,3.76,1,Electronics,199.32
2025-09-19,728,2,21,6.0,4.31,1,Sports,12.0
2025-11-02,1418,1,77,35.98,4.36,1,Electronics,35.98
2025-08-11,956,2,58,55.36,4.57,1,Toys,149.47
2025-09-29,497,1,258,26.35,4.55,1,Home,35.57
2025-12-17,1126,1,91,32.15,4.46,0,Beauty,0.0
2025-01-14,1708,1,283,6.0,3.53,1,Toys,6.0
2025-12-10,510,1,223,36.12,3.65,1,Sports,36.12
2025-11-26,524,2,125,28.83,4.45,1,Home,57.66
2025-10-01,283,3,1,18.87,4.32,1,Beauty,56.61
2025-04-02,394,1,318,49.89,4.5,1,Home,67.35
2025-02-08,1302,2,249,80.55,4.15,0,Sports,0.0
2025-11-12,398,3,228,55.0,3.55,1,Beauty,165.0
2025-06-07,1151,3,187,37.6,4.11,1,Sports,112.8
2025-03-11,848,3,201,60.95,4.05,1,Home,182.85
2025-08-28,366,1,308,54.81,4.01,1,Electronics,54.81
2025-11-19,68,1,40,38.72,4.67,1,Sports,52.27
2025-02-05,447,3,65,30.69,4.76,1,Home,124.29
2025-01-24,1207,2,119,35.33,3.37,1,Toys,70.66
2025-06-30,1611,3,150,69.79,4.62,1,Sports,282.65
2025-07-14,791,1,263,30.91,4.91,1,Electronics,41.73
2025-04-03,536,3,86,80.52,4.62,1,Toys,326.11
2025-02-13,875,3,29,26.92,5.0,1,Beauty,109.03
2025-12-03,1163,3,114,31.12,4.85,1,Sports,126.04
2025-02-13,1137,2,129,12.19,3.97,1,Beauty,24.38
2025-05-14,378,3,199,74.71,3.66,1,Home,224.13
2025-12-26,517,2,305,73.56,4.14,1,Toys,147.12
2025-09-18,660,3,307,49.51,4.42,1,Beauty,148.53
2025-07-13,577,2,111,16.56,4.13,1,Electronics,33.12
2025-04-15,964,2,283,51.99,3.98,1,Electronics,103.98
2025-12-25,278,3,216,46.29,3.64,1,Electronics,138.87
2025-03-10,1367,2,25,26.6,3.78,1,Beauty,53.2
2025-01-02,1275,3,243,39.91,4.71,1,Electronics,161.64
2025-10-24,905,1,267,46.97,3.96,1,Toys,46.97
2025-02-07,52,3,102,10.82,4.64,1,Sports,43.82
2025-08-26,1211,3,27,21.7,4.06,1,Toys,65.1
2025-07-08,396,1,132,56.1,3.34,1,Electronics,56.1
2025-11-28,728,2,21,6.0,4.31,1,Sports,12.0
2025-02-27,1154,2,90,14.71,4.46,1,Toys,29.42
2025-11-13,1033,2,169,32.7,3.74,1,Sports,65.4
2025-03-04,1753,1,61,38.1,4.83,0,Home,0.0
2025-02-07,1326,1,234,71.54,4.0,1,Home,71.54
2025-07-26,1734,2,66,43.99,4.55,1,Beauty,118.77
2025-03-27,1780,1,211,57.06,2.56,1,Home,57.06
2025-12-30,54,1,125,45.55,3.78,1,Sports,45.55
2025-08-01,289,3,77,34.17,3.99,1,Home,102.51
2025-02-10,1180,2,126,15.66,4.88,1,Home,42.28
2025-05-30,751,1,57,59.47,4.75,1,Toys,80.28
2025-07-10,1758,2,200,6.58,4.2,1,Beauty,13.16
2025-08-24,626,1,218,47.12,4.32,1,Home,47.12
2025-08-14,1685,3,264,74.9,4.36,1,Home,224.7
2025-11-13,292,3,233,39.01,4.2,1,Home,117.03
2025-08-13,61,3,147,46.18,4.19,0,Sports,0.0
2025-05-24,411,1,304,57.84,3.8,1,Beauty,57.84
2025-10-03,1190,2,89,29.59,4.07,1,Electronics,59.18
2025-08-13,1090,1,10,31.97,3.21,1,Sports,31.97
2025-09-16,1789,1,194,34.71,3.53,1,Home,34.71
2025-07-28,1485,3,79,32.27,5.0,1,Sports,130.69
2025-04-27,21,1,81,33.45,4.52,1,Electronics,45.16
2025-01-23,861,2,208,55.23,3.27,1,Beauty,110.46
2025-03-18,62,1,162,66.93,4.44,1,Sports,66.93
2025-02-03,1134,3,162,71.45,4.23,1,Sports,214.35
2025-01-02,368,2,277,6.0,4.11,0,Sports,0.0
2025-04-01,1066,1,132,30.78,3.74,1,Sports,30.78
2025-01-25,1066,2,132,30.78,3.74,1,Sports,61.56
2025-12-29,359,2,319,58.48,4.68,0,Electronics,0.0
2025-09-24,1144,3,133,30.78,4.23,0,Home,0.0
2025-08-06,840,2,72,27.37,4.62,1,Electronics,73.9
2025-10-20,1334,2,231,12.54,3.36,1,Home,25.08
2025-08-08,953,3,11,41.19,3.07,1,Beauty,123.57
2025-02-02,141,2,100,26.62,5.0,1,Home,71.87
2025-02-23,1481,2,38,6.0,3.73,1,Home,12.0
2025-12-17,1216,3,2,36.83,4.38,1,Electronics,110.49
2025-01-18,527,2,133,36.55,4.16,1,Electronics,73.1
2025-02-28,1655,1,224,70.88,5.0,1,Toys,95.69
2025-10-12,1283,1,260,50.58,4.52,1,Sports,68.28
2025-08-26,1318,3,294,50.34,3.39,1,Toys,151.02
2025-04-20,1230,1,72,18.81,4.69,0,Electronics,0.0
2025-06-09,199,1,90,25.55,4.08,1,Sports,25.55
2025-12-06,363,3,227,45.4,3.79,1,Toys,136.2
2025-07-13,672,1,301,67.81,4.22,1,Home,67.81
2025-08-01,812,2,4,7.06,4.16,1,Home,14.12
2025-07-08,1173,2,62,6.0,4.22,1,Toys,12.0
2025-01-15,1409,1,73,23.21,3.94,1,Beauty,23.21
2025-04-23,1709,1,32,14.54,4.9,1,Home,19.63
2025-08-19,1644,1,189,51.54,4.82,1,Sports,69.58
2025-06-08,491,2,264,23.77,4.09,1,Home,47.54
2025-11-23,1066,3,132,30.78,3.74,1,Sports,92.34
2025-01-13,602,2,309,17.54,3.87,1,Beauty,35.08
2025-09-13,1556,3,33,77.76,3.5,1,Beauty,233.28
2025-03-19,152,2,150,6.0,4.34,1,Electronics,12.0
2025-11-10,1759,2,123,61.11,4.35,0,Beauty,0.0
2025-01-05,501,2,272,21.54,3.93,1,Beauty,43.08
2025-08-13,1010,3,32,35.43,4.01,1,Toys,106.29
2025-09-10,929,2,266,66.21,4.2,1,Beauty,132.42
2025-11-18,922,3,263,13.42,3.79,0,Sports,0.0
2025-08-08,1264,1,23,14.69,4.23,1,Toys,14.69
2025-01-15,984,2,271,72.68,4.51,1,Sports,196.24
2025-06-01,1602,3,236,29.81,4.12,1,Sports,89.43
2025-03-20,1157,3,314,101.14,4.24,0,Sports,0.0
2025-01-19,839,1,168,51.38,4.85,1,Electronics,69.36
2025-08-24,1311,1,14,37.59,4.1,1,Electronics,37.59
2025-04-26,1464,1,166,19.57,4.88,1,Beauty,26.42
2025-08-28,1323,2,251,47.29,4.07,1,Home,94.58
2025-06-24,982,2,36,70.69,3.92,1,Electronics,141.38
2025-12-19,1365,1,68,27.23,3.56,1,Home,27.23
2025-11-26,416,2,154,20.32,3.9,0,Sports,0.0
2025-05-13,1045,3,228,20.05,4.28,1,Electronics,60.15
2025-04-16,634,2,151,31.03,4.42,1,Toys,62.06
2025-01-23,218,3,54,29.1,3.87,1,Toys,87.3
2025-02-24,1607,3,29,31.75,5.0,1,Sports,128.59
2025-12-03,33,1,95,38.36,4.15,1,Beauty,38.36
2025-01-13,1680,3,112,51.21,3.22,1,Electronics,153.63
2025-08-03,274,1,230,52.54,4.26,1,Sports,52.54
2025-05-29,1782,2,14,9.16,3.09,1,Sports,18.32
2025-09-29,1291,1,251,20.87,4.42,1,Electronics,20.87
2025-11-27,1193,1,285,18.84,4.2,1,Beauty,18.84
2025-08-17,1645,1,219,54.85,5.0,1,Sports,74.05
2025-12-17,369,2,114,6.0,4.38,1,Toys,12.0
2025-09-30,1322,3,300,58.82,4.56,1,Electronics,238.22
2025-04-13,34,1,310,14.5,3.78,1,Sports,14.5
2025-06-02,946,2,284,27.06,4.1,1,Electronics,54.12
2025-04-18,1785,3,56,20.86,4.63,1,Sports,84.48
2025-04-24,348,2,65,68.69,4.51,1,Toys,185.46
2025-12-04,1594,3,302,18.51,3.81,1,Toys,55.53
2025-02-25,177,1,288,6.81,4.61,1,Home,9.19
2025-08-25,735,2,150,67.11,3.86,1,Beauty,134.22
2025-10-20,1334,3,231,12.54,3.36,1,Home,37.62
2025-11-29,1,1,241,71.5,3.91,1,Electronics,71.5
2025-07-31,1505,2,54,57.51,3.73,1,Electronics,115.02
2025-06-03,223,3,30,8.38,5.0,1,Home,33.94
2025-10-29,983,2,216,43.09,5.0,1,Electronics,116.34
2025-05-02,1225,3,285,45.74,3.79,1,Home,137.22
2025-10-23,445,1,135,34.89,4.4,1,Home,34.89
2025-03-12,439,2,48,19.54,4.4,1,Sports,39.08
2025-04-28,27,3,121,33.82,3.93,1,Sports,101.46
2025-03-28,702,1,300,43.74,3.45,1,Sports,43.74
2025-06-23,768,1,276,35.18,4.18,1,Toys,35.18
2025-05-21,1471,3,55,38.13,2.99,1,Sports,114.39
2025-04-03,1554,2,266,41.04,3.26,0,Beauty,0.0
2025-04-10,1155,1,138,51.79,3.26,1,Beauty,51.79
2025-08-15,705,2,255,39.87,4.16,1,Home,79.74
2025-03-04,69,1,301,27.01,4.53,1,Beauty,36.46
2025-03-01,444,1,31,36.64,4.34,1,Sports,36.64
2025-05-18,895,3,167,37.47,3.84,1,Electronics,112.41
2025-11-01,1128,2,14,55.78,3.47,1,Home,111.56
2025-06-19,927,3,83,39.5,3.97,0,Sports,0.0
2025-09-01,1394,3,299,10.42,3.23,1,Electronics,31.26
2025-03-24,1442,2,281,60.61,4.56,1,Electronics,163.65
2025-03-17,1548,2,295,71.2,3.37,1,Home,142.4
2025-05-19,125,2,201,43.31,4.47,1,Home,86.62
2025-12-31,334,2,205,47.23,4.74,1,Beauty,127.52
2025-01-01,469,1,292,30.07,3.76,1,Sports,30.07
2025-09-23,1626,1,83,20.96,4.04,1,Beauty,20.96
2025-11-18,1343,1,260,47.63,5.0,1,Electronics,64.3
2025-01-13,1690,1,137,28.49,4.75,1,Home,38.46
2025-05-23,1231,3,308,35.85,4.24,1,Sports,107.55
2025-01-06,1279,3,290,36.63,4.61,1,Sports,148.35
2025-06-27,275,1,229,44.81,4.33,1,Electronics,44.81
2025-10-15,1356,2,136,63.01,4.49,1,Toys,126.02
2025-12-28,624,1,19,58.73,4.74,1,Home,79.29
2025-07-04,1388,2,234,68.9,4.12,1,Toys,137.8
2025-04-30,1194,2,235,45.46,4.4,1,Toys,90.92
2025-05-26,7,3,289,6.0,4.79,1,Sports,24.3
2025-03-29,273,2,226,33.78,3.76,1,Home,67.56
2025-06-07,590,1,245,56.15,4.54,0,Sports,0.0
2025-07-08,1139,1,35,73.46,3.44,1,Electronics,73.46
2025-07-08,281,1,81,15.83,4.07,0,Sports,0.0
2025-05-02,573,3,86,13.52,3.82,1,Toys,40.56
2025-04-07,1044,1,202,23.01,4.73,1,Electronics,31.06
2025-12-08,227,3,4,41.27,3.64,1,Sports,123.81
2025-03-02,1018,2,286,22.19,4.61,1,Beauty,59.91
2025-05-31,452,1,191,40.55,3.81,1,Sports,40.55
2025-02-26,1716,2,36,35.14,3.12,1,Beauty,70.28
2025-03-10,194,2,256,28.17,5.0,1,Sports,76.06
2025-02-20,539,1,133,6.0,3.99,0,Toys,0.0
2025-11-04,508,3,249,59.45,4.16,1,Electronics,178.35
2025-08-18,1674,3,222,38.52,4.66,1,Beauty,156.01
2025-12-05,1215,1,113,26.44,4.88,1,Beauty,35.69
2025-12-19,842,3,287,47.1,3.28,1,Sports,141.3
2025-12-02,110,2,222,40.06,4.2,0,Electronics,0.0
2025-07-20,1686,3,215,44.27,4.03,0,Sports,0.0
2025-04-03,230,2,76,78.31,3.79,1,Electronics,156.62
2025-03-02,1045,2,228,20.05,4.28,1,Electronics,40.1
2025-01-10,423,1,1,9.08,4.16,1,Electronics,9.08
2025-02-26,1711,2,260,38.96,4.32,1,Home,77.92
2025-11-05,1596,1,277,55.32,3.74,1,Electronics,55.32
2025-05-04,1671,2,296,45.12,4.89,1,Electronics,121.82
2025-07-13,119,3,245,12.51,4.02,1,Beauty,37.53
2025-03-08,918,3,231,9.55,5.0,1,Toys,38.68
2025-01-26,1414,3,304,24.86,4.04,1,Toys,74.58
2025-10-25,804,2,310,32.39,4.22,1,Electronics,64.78
2025-11-04,563,3,154,90.17,4.44,1,Electronics,270.51
2025-11-25,394,1,318,49.89,4.5,1,Home,67.35
2025-11-22,1745,2,273,32.02,3.96,0,Sports,0.0
2025-05-23,48,1,110,46.6,4.16,0,Beauty,0.0
2025-08-20,799,3,101,53.81,4.34,1,Sports,161.43
2025-11-25,1212,2,99,15.07,4.28,1,Electronics,30.14
2025-12-19,990,3,38,20.31,3.39,1,Beauty,60.93
2025-08-03,65,3,244,56.96,3.92,0,Home,0.0
2025-11-21,752,3,91,30.44,3.95,1,Beauty,91.32
2025-07-01,529,3,307,9.63,3.95,1,Beauty,28.89
2025-03-21,1132,1,41,34.34,2.98,1,Beauty,34.34
2025-09-22,1066,3,132,30.78,3.74,1,Sports,92.34
2025-06-24,894,3,148,32.86,3.77,1,Electronics,98.58
2025-05-28,291,1,223,62.6,3.89,1,Sports,62.6
2025-12-03,521,1,173,70.18,3.7,1,Electronics,70.18
2025-12-17,696,1,205,51.61,4.34,1,Sports,51.61
2025-12-13,294,1,101,30.46,4.22,0,Home,0.0
2025-02-26,1711,3,260,38.96,4.32,1,Home,116.88
2025-01-04,511,3,265,54.86,3.77,0,Electronics,0.0
2025-06-02,1117,3,238,38.04,4.06,1,Electronics,114.12
2025-07-20,881,2,91,36.27,4.3,1,Electronics,72.54
2025-12-31,890,3,100,80.37,4.17,0,Home,0.0
2025-01-05,158,3,1,90.54,5.0,1,Home,366.69
2025-10-27,777,2,66,43.7,4.66,1,Home,117.99
2025-01-24,1091,2,207,54.56,3.81,1,Electronics,109.12
2025-05-24,949,1,24,20.48,4.12,0,Home,0.0
2025-03-14,726,2,294,18.54,4.93,0,Beauty,0.0
2025-03-11,632,2,168,48.43,4.6,1,Toys,130.76
2025-08-04,301,3,71,6.0,2.7,1,Beauty,18.0
2025-05-03,320,2,315,37.52,3.75,1,Home,75.04
2025-11-13,1276,1,264,34.82,3.51,1,Electronics,34.82
2025-01-13,134,2,197,51.87,3.81,1,Beauty,103.74
2025-07-28,1424,2,315,15.09,4.35,1,Beauty,30.18
2025-12-25,506,3,218,101.37,5.0,1,Home,410.55
2025-11-16,671,1,224,23.88,3.75,1,Electronics,23.88
2025-02-02,1735,3,26,78.25,3.28,1,Beauty,234.75
2025-02-19,1732,3,138,46.57,4.53,1,Beauty,188.61
2025-04-22,1250,2,135,64.03,4.24,1,Home,128.06
2025-07-19,916,3,264,11.17,4.33,0,Beauty,0.0
2025-06-29,1056,1,171,45.1,4.02,1,Sports,45.1
2025-11-30,248,3,136,31.82,5.0,1,Beauty,128.87
2025-01-01,1647,3,141,8.05,4.44,1,Home,24.15
2025-05-10,206,3,210,23.31,4.64,1,Sports,94.41
2025-06-08,1171,1,157,59.11,4.24,1,Electronics,59.11
2025-12-12,1329,3,267,22.54,3.67,1,Home,67.62
2025-08-23,1781,1,2,36.18,3.69,1,Home,36.18
2025-01-08,395,1,71,28.48,3.47,1,Beauty,28.48
2025-05-02,1457,3,226,6.0,4.55,1,Beauty,24.3
2025-10-17,1269,1,257,22.75,3.85,0,Electronics,0.0
2025-03-08,291,1,223,62.6,3.89,1,Sports,62.6
2025-01-23,545,3,24,32.38,4.95,1,Sports,131.14
2025-03-10,209,1,118,54.59,4.13,0,Toys,0.0
2025-12-27,349,1,143,35.08,4.24,1,Beauty,35.08
2025-07-27,901,1,132,27.26,4.96,1,Sports,36.8
2025-03-08,71,1,86,35.8,5.0,1,Electronics,48.33
2025-06-20,924,3,236,32.2,4.72,1,Sports,130.41
2025-03-23,300,2,33,36.0,3.99,1,Electronics,72.0
2025-02-19,3,2,45,32.68,4.46,1,Toys,65.36
2025-07-11,925,2,182,6.0,3.53,1,Beauty,12.0
2025-04-05,1199,1,22,27.85,3.64,1,Sports,27.85
2025-05-16,723,3,147,45.8,4.56,0,Electronics,0.0
2025-10-09,1721,3,181,22.79,4.35,1,Beauty,68.37
2025-02-03,757,3,64,26.01,4.29,1,Sports,78.03
2025-09-03,1493,3,145,50.11,4.07,1,Home,150.33
2025-03-23,140,1,196,26.86,4.43,1,Toys,26.86
2025-01-01,1135,1,105,35.66,4.07,1,Home,35.66
2025-08-09,1347,3,8,29.64,5.0,1,Home,120.04
2025-02-12,996,1,12,56.77,3.56,1,Electronics,56.77
2025-10-25,62,1,162,66.93,4.44,1,Sports,66.93
2025-02-02,1324,2,76,49.08,4.1,1,Beauty,98.16
2025-05-02,1515,2,24,18.55,4.3,1,Beauty,37.1
2025-04-15,171,1,293,31.11,3.77,1,Electronics,31.11
2025-09-04,994,2,37,22.16,4.56,1,Sports,59.83
2025-06-20,1150,2,69,17.16,4.61,1,Electronics,46.33
2025-08-28,1018,2,286,22.19,4.61,1,Beauty,59.91
2025-05-06,1363,2,16,15.07,4.09,1,Sports,30.14
2025-01-08,1205,1,248,29.93,4.14,1,Home,29.93
2025-01-13,1317,2,237,34.3,3.62,0,Beauty,0.0
2025-07-21,181,1,232,25.79,4.74,1,Electronics,34.82
2025-08-19,1608,2,201,6.0,4.8,1,Sports,16.2
2025-10-08,1162,3,240,60.64,4.2,1,Electronics,181.92
2025-01-09,234,3,289,18.24,4.1,1,Electronics,54.72
2025-08-11,1294,3,38,66.24,4.22,1,Toys,198.72
2025-11-09,1769,1,222,50.65,4.75,1,Sports,68.38
2025-05-14,398,1,228,55.0,3.55,1,Beauty,55.0
2025-10-09,738,2,174,32.16,3.26,1,Toys,64.32
2025-10-21,582,2,247,58.8,3.63,1,Toys,117.6
2025-07-06,753,2,159,43.27,3.55,1,Home,86.54
2025-02-28,448,1,164,13.44,4.59,1,Toys,18.14
2025-08-12,1388,3,234,68.9,4.12,1,Toys,206.7
2025-11-01,1045,3,228,20.05,4.28,1,Electronics,60.15
2025-06-23,698,3,142,28.09,5.0,1,Home,113.76
2025-03-14,80,1,247,33.43,5.0,1,Beauty,45.13
2025-11-25,874,1,230,10.49,4.49,1,Home,10.49
2025-04-03,592,2,207,90.77,4.15,1,Sports,181.54
2025-09-14,839,3,168,51.38,4.85,1,Electronics,208.09
2025-10-19,1166,3,261,6.0,3.66,1,Electronics,18.0
2025-02-01,11,2,62,23.55,3.6,1,Toys,47.1
2025-09-10,1590,3,76,56.74,5.0,1,Sports,229.8
2025-10-09,1344,1,251,73.0,4.5,1,Toys,98.55
2025-02-21,625,1,112,22.24,4.57,1,Toys,30.02
2025-09-29,384,2,104,31.3,4.75,1,Home,84.51
2025-10-24,669,1,283,59.06,4.01,1,Sports,59.06
2025-11-07,339,3,34,6.0,3.32,1,Sports,18.0
2025-01-02,963,1,143,22.52,4.48,1,Beauty,22.52
2025-08-31,715,3,18,55.57,4.69,1,Sports,225.06
2025-06-10,1559,2,248,42.87,3.69,1,Toys,85.74
2025-10-18,1365,2,68,27.23,3.56,1,Home,54.46
2025-11-21,771,1,264,52.01,4.7,1,Sports,70.21
2025-10-15,326,3,56,25.52,4.48,1,Beauty,76.56
2025-03-05,177,3,288,6.81,4.61,1,Home,27.58
2025-06-08,677,3,265,29.47,4.04,1,Sports,88.41
2025-08-12,1566,3,223,90.07,4.51,1,Electronics,364.78
2025-01-03,278,1,216,46.29,3.64,1,Electronics,46.29
2025-02-23,424,3,208,35.14,3.59,1,Home,105.42
2025-06-10,1045,3,228,20.05,4.28,1,Electronics,60.15
2025-01-25,1433,1,84,58.6,3.78,1,Beauty,58.6
2025-03-30,1711,1,260,38.96,4.32,1,Home,38.96
2025-10-02,1666,2,74,20.76,3.7,1,Toys,41.52
2025-11-05,691,3,49,63.18,5.0,1,Beauty,255.88
2025-12-31,81,3,112,47.73,4.05,1,Sports,143.19
2025-08-19,668,1,103,44.11,4.52,1,Home,59.55
2025-10-03,844,1,138,23.24,4.2,1,Beauty,23.24
2025-12-25,86,2,149,19.55,4.67,1,Electronics,52.78
2025-11-11,730,2,67,38.15,4.35,0,Beauty,0.0
2025-10-08,583,3,200,97.12,4.07,1,Home,291.36
2025-08-10,1051,1,155,18.63,3.78,1,Beauty,18.63
2025-05-19,1580,2,243,29.83,4.06,1,Sports,59.66
2025-12-27,1387,2,102,37.53,3.47,1,Sports,75.06
2025-07-27,1763,3,294,83.04,4.23,1,Electronics,249.12
2025-10-23,1287,3,198,89.55,4.7,0,Beauty,0.0
2025-06-20,260,2,205,36.7,4.11,1,Electronics,73.4
2025-12-27,999,3,80,31.53,4.79,1,Toys,127.7
2025-09-07,1129,1,289,66.53,4.35,1,Home,66.53
2025-04-04,460,3,250,8.91,3.56,0,Toys,0.0
2025-11-23,285,3,134,6.0,4.93,1,Toys,24.3
2025-03-18,1284,3,143,15.07,5.0,1,Electronics,61.03
2025-06-09,475,3,124,26.19,3.81,1,Home,78.57
2025-04-25,1463,1,104,19.22,3.75,0,Electronics,0.0
2025-05-20,906,3,110,65.62,3.83,0,Toys,0.0
2025-04-01,1042,2,253,52.57,4.05,1,Toys,105.14
2025-04-09,999,1,80,31.53,4.79,1,Toys,42.57
2025-03-05,1188,2,232,29.57,3.62,0,Beauty,0.0
2025-08-18,672,2,301,67.81,4.22,1,Home,135.62
2025-11-21,912,1,299,50.07,3.71,0,Beauty,0.0
2025-06-11,1185,3,211,67.35,4.08,1,Sports,202.05
2025-09-03,1221,1,218,80.39,3.73,1,Home,80.39
2025-07-26,1087,2,37,81.33,4.62,0,Electronics,0.0
2025-08-25,166,2,138,6.0,4.42,1,Toys,12.0
2025-04-04,819,2,165,43.62,4.42,1,Sports,87.24
2025-10-15,1012,1,233,19.06,3.98,1,Home,19.06
2025-10-08,62,1,162,66.93,4.44,1,Sports,66.93
2025-05-01,848,2,201,60.95,4.05,1,Home,121.9
2025-04-08,334,3,205,47.23,4.74,1,Beauty,191.28
2025-08-29,1108,1,228,55.11,4.13,1,Toys,55.11
2025-08-14,34,1,310,14.5,3.78,1,Sports,14.5
2025-05-12,1196,2,84,64.54,4.17,1,Beauty,129.08
2025-05-02,1531,3,43,70.75,4.61,1,Sports,286.54
2025-09-14,1232,1,195,24.29,4.3,1,Electronics,24.29
2025-06-11,223,2,30,8.38,5.0,1,Home,22.63
2025-03-12,411,3,304,57.84,3.8,1,Beauty,173.52
2025-12-03,1637,2,40,62.56,4.97,1,Home,168.91
2025-08-26,1729,1,28,7.17,4.55,1,Electronics,9.68
2025-06-01,775,2,176,27.3,3.93,1,Home,54.6
2025-01-02,527,1,133,36.55,4.16,1,Electronics,36.55
2025-07-11,913,1,149,42.53,4.36,0,Home,0.0
2025-02-23,737,2,103,6.0,3.83,1,Toys,12.0
2025-07-19,646,2,125,6.0,4.05,0,Toys,0.0
2025-08-08,100,1,43,62.1,4.26,1,Toys,62.1
2025-01-14,338,3,237,11.88,4.6,1,Toys,48.11
2025-01-10,381,3,306,50.85,4.14,1,Sports,152.55
2025-04-05,408,2,129,6.0,4.22,1,Home,12.0
2025-09-10,198,1,182,6.0,4.47,1,Sports,6.0
2025-08-05,1354,1,54,27.68,4.23,1,Home,27.68
2025-07-02,1234,3,186,60.62,3.98,1,Electronics,181.86
2025-04-22,832,3,55,37.63,4.75,1,Sports,152.4
2025-08-10,1665,1,77,16.35,4.8,1,Sports,22.07
2025-09-02,456,2,212,51.63,3.77,1,Sports,103.26
2025-07-14,447,2,65,30.69,4.76,1,Home,82.86
2025-09-01,1675,3,312,52.21,4.06,1,Home,156.63
2025-11-14,1767,1,198,36.3,4.33,1,Sports,36.3
