listing_id,seller_id,category,price,rating,in_stock
770,284,Toys,84.31,4.61,1
771,264,Sports,52.01,4.7,1
772,61,Beauty,82.02,4.21,1
773,317,Home,10.26,3.85,1
774,317,Sports,33.4,4.13,1
775,176,Home,27.3,3.93,1
776,265,Sports,41.6,4.01,1
777,66,Home,43.7,4.66,1
778,215,Sports,56.21,3.89,1
779,263,Sports,47.7,4.67,1
780,120,Electronics,22.1,3.02,1
781,175,Electronics,60.11,4.74,1
782,62,Beauty,17.69,4.35,1
783,281,Toys,65.5,4.33,1
784,75,Home,8.57,4.81,1
785,103,Sports,29.39,4.06,1
786,231,Sports,12.85,3.54,1
787,83,Electronics,65.41,3.42,1
788,120,Electronics,33.07,4.62,1
789,269,Beauty,50.14,3.84,1
790,177,Beauty,6.0,3.99,0
791,263,Electronics,30.91,4.91,1
792,252,Toys,35.86,3.48,1
793,7,Electronics,43.29,3.67,1
794,49,Electronics,6.0,4.11,1
795,228,Home,62.2,4.54,1
796,38,Electronics,6.0,5.0,1
797,297,Beauty,63.38,3.96,1
798,313,Electronics,10.17,4.15,1
799,101,Sports,53.81,4.34,1
800,61,Electronics,8.6,4.2,1
801,243,Electronics,7.69,4.11,1
802,224,Sports,32.74,4.53,0
803,118,Sports,41.39,3.13,1
804,310,Electronics,32.39,4.22,1
805,14,Electronics,31.81,4.58,1
806,211,Toys,64.64,3.96,1
807,226,Home,22.38,4.11,0
808,193,Home,62.89,4.05,1
809,86,Beauty,54.03,4.87,1
810,131,Toys,52.48,4.56,1
811,251,Beauty,27.89,4.69,1
812,4,Home,7.06,4.16,1
813,273,Toys,46.01,4.08,0
814,127,Sports,49.91,3.15,1
815,299,Sports,14.33,3.93,1
816,245,Electronics,71.11,3.67,0
817,232,Beauty,52.83,4.08,1
818,234,Home,7.47,3.67,1
819,165,Sports,43.62,4.42,1
820,111,Home,15.91,4.3,1
821,94,Electronics,29.3,4.46,1
822,4,Beauty,6.0,4.05,0
823,88,Sports,52.25,4.84,0
824,214,Sports,13.01,3.86,1
825,110,Sports,63.98,4.16,1
826,132,Electronics,42.05,4.45,0
827,207,Sports,59.76,4.08,0
828,160,Sports,70.28,4.96,1
829,237,Beauty,27.33,3.06,1
830,71,Electronics,12.17,3.84,1
831,171,Beauty,14.53,3.98,0
832,55,Sports,37.63,4.75,1
833,241,Toys,21.61,4.36,1
834,24,Home,21.42,4.56,1
835,137,Home,33.63,4.55,0
836,203,Sports,67.74,5.0,1
837,198,Toys,34.66,3.98,1
838,162,Beauty,20.05,4.26,1
839,168,Electronics,51.38,4.85,1
840,72,Electronics,27.37,4.62,1
841,156,Electronics,55.06,4.55,1
842,287,Sports,47.1,3.28,1
843,31,Beauty,9.34,5.0,1
844,138,Beauty,23.24,4.2,1
845,225,Electronics,51.85,4.5,1
846,261,Toys,60.15,3.92,1
847,278,Home,14.3,4.03,1
848,201,Home,60.95,4.05,1
849,311,Toys,28.34,4.47,1
850,152,Electronics,24.29,3.74,1
851,206,Beauty,11.41,4.67,1
852,148,Sports,6.0,4.46,1
853,114,Beauty,73.2,3.8,1
854,190,Home,46.42,4.22,1
855,315,Sports,37.3,4.21,1
856,164,Toys,39.58,4.6,1
857,114,Beauty,39.04,3.62,1
858,95,Home,17.96,3.88,1
859,19,Sports,40.27,4.54,1
860,142,Electronics,55.29,4.71,1
861,208,Beauty,55.23,3.27,1
862,310,Toys,36.73,3.22,1
863,237,Electronics,83.32,4.41,1
864,175,Sports,49.59,3.14,1
865,258,Beauty,16.66,5.0,1
866,19,Sports,31.14,3.74,1
867,281,Home,52.7,3.55,0
868,208,Electronics,33.2,3.86,0
869,174,Electronics,45.91,3.85,1
870,116,Beauty,59.76,4.38,0
871,230,Sports,13.86,4.03,1
872,143,Toys,11.05,3.75,1
873,124,Sports,7.79,4.79,0
874,230,Home,10.49,4.49,1
875,29,Beauty,26.92,5.0,1
876,251,Home,18.59,4.88,1
877,215,Home,6.0,3.66,1
878,6,Toys,44.47,3.72,1
879,112,Home,52.02,4.88,1
880,144,Home,9.48,4.24,1
881,91,Electronics,36.27,4.3,1
882,46,Electronics,30.08,4.8,1
883,194,Toys,27.18,3.81,1
884,105,Toys,33.16,4.83,0
885,149,Home,83.18,4.06,1
886,174,Home,6.0,3.42,1
887,82,Home,46.66,5.0,1
888,42,Beauty,72.19,3.71,1
889,215,Home,78.33,4.88,1
890,100,Home,80.37,4.17,0
891,20,Sports,40.67,4.17,1
892,173,Sports,38.56,3.14,1
893,258,Home,30.4,3.68,1
894,148,Electronics,32.86,3.77,1
895,167,Electronics,37.47,3.84,1
896,136,Electronics,6.0,4.58,1
897,256,Sports,15.96,4.14,0
898,245,Electronics,50.05,4.46,1
899,192,Sports,82.72,3.38,0
900,7,Home,62.24,5.0,1
901,132,Sports,27.26,4.96,1
902,93,Beauty,12.75,4.86,1
903,315,Home,53.37,4.53,1
904,44,Home,27.22,3.6,1
905,267,Toys,46.97,3.96,1
906,110,Toys,65.62,3.83,0
907,283,Sports,49.23,4.26,1
908,317,Toys,43.85,3.69,1
909,251,Beauty,81.54,4.86,1
910,79,Electronics,6.0,3.67,1
911,182,Home,42.09,4.43,1
912,299,Beauty,50.07,3.71,0
913,149,Home,42.53,4.36,0
914,266,Sports,6.0,3.52,1
915,263,Toys,25.88,4.55,1
916,264,Beauty,11.17,4.33,0
917,298,Home,6.0,5.0,1
918,231,Toys,9.55,5.0,1
919,29,Sports,36.8,4.13,1
920,198,Home,48.36,3.44,1
921,55,Beauty,34.45,5.0,1
922,263,Sports,13.42,3.79,0
923,154,Beauty,73.71,3.4,1
924,236,Sports,32.2,4.72,1
925,182,Beauty,6.0,3.53,1
926,185,Toys,46.85,4.12,1
927,83,Sports,39.5,3.97,0
928,222,Toys,43.39,3.68,0
929,266,Beauty,66.21,4.2,1
930,248,Toys,18.04,4.15,1
931,117,Home,7.26,4.06,1
932,298,Sports,43.87,3.87,0
933,82,Sports,68.59,4.08,1
934,134,Electronics,44.85,3.93,0
935,200,Sports,27.71,3.9,1
936,169,Toys,35.1,4.79,1
937,147,Electronics,31.32,4.16,1
938,27,Toys,55.74,4.7,1
939,308,Beauty,48.75,4.66,1
940,143,Electronics,37.65,4.48,1
941,237,Toys,62.5,3.68,1
942,231,Sports,98.19,4.08,1
943,158,Home,28.74,4.19,1
944,88,Electronics,40.68,3.71,1
945,226,Sports,64.6,3.43,1
946,284,Electronics,27.06,4.1,1
947,215,Toys,43.01,3.92,0
948,287,Electronics,13.14,3.4,1
949,24,Home,20.48,4.12,0
950,258,Home,37.71,5.0,1
951,42,Sports,23.16,4.74,1
952,2,Toys,49.92,4.74,1
953,11,Beauty,41.19,3.07,1
954,307,Beauty,45.64,5.0,1
955,225,Sports,26.0,3.83,1
956,58,Toys,55.36,4.57,1
957,118,Electronics,79.18,4.78,1
958,200,Electronics,6.0,4.74,1
959,180,Beauty,54.98,3.67,0
960,180,Home,56.78,4.2,1
961,224,Toys,57.86,4.74,1
962,301,Beauty,6.0,4.49,1
963,143,Beauty,22.52,4.48,1
964,283,Electronics,51.99,3.98,1
965,81,Beauty,27.6,3.97,1
966,143,Sports,59.13,4.55,1
967,143,Toys,44.43,3.96,1
968,259,Home,41.77,4.44,1
969,165,Electronics,27.08,4.46,1
970,261,Toys,93.5,4.52,1
971,182,Sports,90.08,5.0,1
972,12,Home,33.24,3.53,1
973,166,Toys,38.31,4.16,1
974,178,Home,44.32,3.53,0
975,226,Electronics,39.45,3.38,1
976,260,Home,44.31,4.22,1
977,236,Home,62.21,4.46,1
978,182,Home,29.6,5.0,1
979,274,Home,58.54,4.45,1
980,122,Electronics,44.27,4.12,1
981,141,Beauty,54.22,3.89,1
982,36,Electronics,70.69,3.92,1
983,216,Electronics,43.09,5.0,1
984,271,Sports,72.68,4.51,1
985,45,Sports,30.77,4.51,1
986,59,Electronics,88.31,3.41,1
987,239,Home,70.36,4.85,1
988,157,Sports,31.27,4.81,1
989,158,Electronics,54.23,3.5,0
990,38,Beauty,20.31,3.39,1
991,225,Beauty,54.68,4.54,1
992,72,Sports,40.47,5.0,1
993,220,Sports,46.82,4.22,1
994,37,Sports,22.16,4.56,1
995,116,Electronics,6.0,4.69,1
996,12,Electronics,56.77,3.56,1
997,255,Beauty,28.24,4.82,1
998,241,Beauty,65.44,3.88,1
999,80,Toys,31.53,4.79,1
1000,65,Toys,77.74,3.84,1
1001,227,Toys,36.4,3.53,0
1002,95,Electronics,61.34,5.0,0
1003,6,Home,47.79,3.95,1
1004,209,Sports,53.06,4.49,1
1005,110,Toys,38.64,3.86,1
1006,206,Home,45.94,4.04,1
1007,274,Sports,38.85,3.42,1
1008,24,Toys,25.94,3.61,1
1009,138,Home,43.28,5.0,1
1010,32,Toys,35.43,4.01,1
1011,173,Beauty,35.14,4.44,0
1012,233,Home,19.06,3.98,1
1013,5,Sports,27.6,4.6,1
1014,110,Electronics,44.63,4.09,1
1015,268,Electronics,55.9,4.62,1
1016,116,Toys,50.33,3.03,1
1017,79,Sports,56.62,3.84,0
1018,286,Beauty,22.19,4.61,1
1019,11,Beauty,49.64,4.08,1
1020,276,Home,42.38,3.77,1
1021,41,Sports,58.02,4.14,1
1022,307,Electronics,84.44,3.67,1
1023,78,Beauty,51.05,3.39,1
1024,119,Sports,29.01,4.78,1
1025,118,Toys,15.81,4.3,1
1026,178,Electronics,51.28,4.27,0
1027,273,Sports,34.74,4.36,1
1028,11,Electronics,26.49,4.87,0
1029,248,Beauty,53.29,3.98,0
1030,247,Beauty,74.2,4.84,1
1031,66,Sports,49.22,4.42,1
1032,249,Beauty,39.54,4.05,1
1033,169,Sports,32.7,3.74,1
1034,222,Toys,61.68,3.73,1
1035,25,Beauty,96.16,3.8,1
1036,10,Home,48.99,3.67,1
1037,246,Home,6.0,4.33,1
1038,180,Electronics,58.63,4.49,1
1039,67,Electronics,53.86,4.01,0
1040,175,Electronics,23.04,4.35,1
1041,98,Sports,47.37,3.79,1
1042,253,Toys,52.57,4.05,1
1043,8,Sports,31.74,3.68,1
1044,202,Electronics,23.01,4.73,1
1045,228,Electronics,20.05,4.28,1
1046,171,Toys,29.26,3.46,0
1047,284,Home,46.25,4.5,0
1048,103,Beauty,38.28,3.89,1
1049,310,Toys,34.69,3.69,1
1050,56,Beauty,39.44,4.54,1
1051,155,Beauty,18.63,3.78,1
1052,158,Beauty,56.17,4.08,1
1053,297,Home,15.13,2.83,1
1054,239,Electronics,31.52,3.82,1
1055,170,Home,26.92,4.62,1
1056,171,Sports,45.1,4.02,1
1057,72,Toys,21.64,4.14,1
1058,299,Sports,43.69,3.31,1
1059,272,Home,62.69,3.88,1
1060,112,Sports,54.39,3.9,0
1061,142,Home,24.61,3.68,1
1062,298,Home,10.53,4.17,1
1063,82,Electronics,37.67,4.29,1
1064,91,Sports,65.25,4.29,1
1065,307,Toys,61.89,4.27,1
1066,132,Sports,30.78,3.74,1
1067,33,Electronics,51.02,4.97,1
1068,59,Toys,66.11,4.05,1
1069,49,Electronics,28.23,4.6,1
1070,89,Electronics,61.14,5.0,1
1071,196,Electronics,48.45,4.31,1
1072,118,Beauty,47.92,3.98,1
1073,231,Home,6.0,4.6,1
1074,304,Beauty,56.53,3.64,1
1075,127,Toys,55.27,4.21,0
1076,155,Sports,28.68,4.45,1
1077,288,Sports,35.01,4.1,0
1078,65,Sports,52.0,4.8,1
1079,303,Sports,36.21,3.72,1
1080,18,Beauty,30.61,3.94,1
1081,39,Toys,6.0,3.35,1
1082,180,Toys,64.5,3.75,0
1083,233,Sports,7.41,4.29,1
1084,234,Home,38.59,4.53,1
1085,135,Toys,31.35,3.71,1
1086,112,Home,6.0,3.81,1
1087,37,Electronics,81.33,4.62,0
1088,298,Electronics,92.69,4.62,1
1089,304,Toys,34.15,4.77,1
1090,10,Sports,31.97,3.21,1
1091,207,Electronics,54.56,3.81,1
1092,316,Electronics,25.25,3.75,1
1093,108,Electronics,44.29,5.0,1
1094,265,Home,27.07,4.0,1
1095,32,Electronics,38.05,4.75,1
1096,40,Toys,65.83,3.88,1
1097,100,Sports,19.14,3.51,1
1098,72,Home,19.46,3.51,1
1099,154,Sports,27.49,4.73,1
1100,36,Electronics,35.23,4.05,0
1101,120,Home,41.99,4.74,0
1102,264,Home,70.69,3.82,0
1103,166,Home,6.0,4.21,1
1104,275,Electronics,45.55,3.14,1
1105,145,Toys,26.16,4.42,1
1106,1,Home,31.01,3.95,1
1107,237,Toys,35.48,4.38,1
1108,228,Toys,55.11,4.13,1
1109,313,Electronics,59.39,4.22,1
1110,198,Toys,32.34,4.71,0
1111,7,Sports,41.43,3.94,0
1112,46,Beauty,41.95,4.09,1
1113,49,Home,57.34,4.09,1
1114,98,Home,34.05,5.0,1
1115,295,Electronics,39.35,4.32,1
1116,66,Electronics,6.0,4.06,1
1117,238,Electronics,38.04,4.06,1
1118,40,Sports,85.08,4.41,1
1119,260,Home,56.35,3.64,1
1120,240,Beauty,8.91,4.2,1
1121,103,Home,32.6,4.5,1
1122,180,Beauty,54.42,3.94,1
1123,63,Sports,12.61,3.75,1
1124,80,Home,54.96,3.95,1
1125,218,Home,64.83,3.79,1
1126,91,Beauty,32.15,4.46,0
1127,73,Sports,20.71,3.71,1
1128,14,Home,55.78,3.47,1
1129,289,Home,66.53,4.35,1
1130,279,Home,37.54,3.92,0
1131,140,Sports,51.74,4.25,1
1132,41,Beauty,34.34,2.98,1
1133,247,Sports,22.09,4.54,1
1134,162,Sports,71.45,4.23,1
1135,105,Home,35.66,4.07,1
1136,52,Electronics,6.0,4.58,1
1137,129,Beauty,12.19,3.97,1
1138,282,Sports,65.03,4.28,1
1139,35,Electronics,73.46,3.44,1
1140,33,Home,19.45,3.39,1
1141,176,Sports,26.98,4.45,0
1142,318,Home,42.22,3.47,0
1143,225,Home,67.39,3.31,1
1144,133,Home,30.78,4.23,0
1145,51,Home,68.46,3.72,1
1146,219,Home,12.92,4.35,0
1147,284,Beauty,24.96,4.85,1
1148,157,Electronics,57.24,3.7,1
1149,277,Home,35.61,4.61,1
1150,69,Electronics,17.16,4.61,1
1151,187,Sports,37.6,4.11,1
1152,191,Electronics,42.3,3.86,1
1153,211,Electronics,6.0,4.66,1
1154,90,Toys,14.71,4.46,1
1155,138,Beauty,51.79,3.26,1
1156,176,Beauty,17.15,3.72,1
1157,314,Sports,101.14,4.24,0
1158,16,Electronics,19.05,4.28,1
1159,83,Electronics,32.47,4.61,1
1160,40,Toys,43.55,3.95,1
1161,252,Toys,42.71,4.11,1
1162,240,Electronics,60.64,4.2,1
1163,114,Sports,31.12,4.85,1
1164,203,Beauty,42.42,4.62,1
1165,267,Toys,47.71,3.82,1
1166,261,Electronics,6.0,3.66,1
1167,206,Home,19.95,4.05,1
1168,4,Sports,80.65,4.7,1
1169,230,Toys,52.64,5.0,1
1170,10,Toys,55.98,4.17,1
1171,157,Electronics,59.11,4.24,1
1172,174,Toys,29.62,3.83,1
1173,62,Toys,6.0,4.22,1
1174,270,Toys,15.29,4.07,1
1175,99,Toys,10.89,4.92,1
1176,212,Beauty,47.09,3.96,1
1177,182,Toys,10.92,3.84,1
1178,50,Beauty,26.67,4.31,1
1179,180,Electronics,56.5,4.14,1
1180,126,Home,15.66,4.88,1
1181,3,Home,34.3,3.81,1
1182,4,Sports,14.55,4.2,1
1183,9,Home,32.95,3.99,1
1184,262,Sports,49.55,3.59,1
1185,211,Sports,67.35,4.08,1
1186,266,Toys,67.2,4.44,1
1187,23,Beauty,78.35,4.61,1
1188,232,Beauty,29.57,3.62,0
1189,202,Toys,6.0,4.48,1
1190,89,Electronics,29.59,4.07,1
1191,233,Electronics,52.81,3.85,1
1192,262,Sports,6.0,3.19,1
1193,285,Beauty,18.84,4.2,1
1194,235,Toys,45.46,4.4,1
1195,241,Toys,41.65,4.77,0
1196,84,Beauty,64.54,4.17,1
1197,128,Home,56.58,3.22,1
1198,19,Toys,36.79,4.6,0
1199,22,Sports,27.85,3.64,1
1200,117,Beauty,6.0,4.15,1
1201,181,Electronics,35.08,3.83,1
1202,108,Beauty,53.35,4.32,0
1203,162,Home,54.91,4.82,1
1204,108,Toys,32.34,4.9,0
1205,248,Home,29.93,4.14,1
1206,13,Electronics,35.97,3.57,1
1207,119,Toys,35.33,3.37,1
1208,3,Toys,30.78,4.82,1
1209,235,Sports,22.31,4.76,1
1210,156,Home,16.0,4.05,1
1211,27,Toys,21.7,4.06,1
1212,99,Electronics,15.07,4.28,1
1213,260,Sports,45.05,4.83,1
1214,312,Beauty,27.56,4.38,1
1215,113,Beauty,26.44,4.88,1
1216,2,Electronics,36.83,4.38,1
1217,304,Beauty,21.14,3.9,0
1218,278,Home,20.63,4.53,1
1219,150,Sports,33.5,4.04,0
1220,83,Sports,53.42,4.47,1
1221,218,Home,80.39,3.73,1
1222,17,Electronics,31.79,4.43,0
1223,200,Sports,36.19,4.42,1
1224,261,Electronics,27.51,4.35,1
1225,285,Home,45.74,3.79,1
1226,101,Home,84.33,3.85,0
1227,268,Sports,76.25,3.94,1
1228,306,Toys,69.45,4.27,1
1229,193,Beauty,38.07,5.0,1
1230,72,Electronics,18.81,4.69,0
1231,308,Sports,35.85,4.24,1
1232,195,Electronics,24.29,4.3,1
1233,66,Electronics,10.8,4.96,1
1234,186,Electronics,60.62,3.98,1
1235,269,Home,75.78,3.57,1
1236,114,Electronics,39.08,3.98,1
1237,105,Electronics,19.63,3.8,1
1238,210,Electronics,20.41,3.93,1
1239,97,Sports,6.0,4.34,1
1240,206,Home,26.42,4.09,1
1241,257,Beauty,35.51,3.7,1
1242,251,Home,20.59,4.63,1
1243,189,Toys,55.56,4.76,1
1244,266,Beauty,49.57,3.62,1
1245,114,Electronics,18.7,3.74,1
1246,276,Sports,35.57,5.0,1
1247,159,Home,59.12,4.56,1
1248,226,Sports,43.61,4.55,1
1249,127,Home,69.98,3.95,1
1250,135,Home,64.03,4.24,1
1251,267,Home,27.34,4.36,1
1252,157,Electronics,79.07,2.9,1
1253,13,Electronics,29.14,3.91,1
1254,156,Toys,36.58,4.02,1
1255,227,Electronics,28.93,5.0,1
1256,116,Sports,31.88,3.97,1
1257,115,Toys,22.48,3.91,1
1258,117,Electronics,62.27,4.66,1
1259,128,Sports,11.35,4.7,1
1260,222,Sports,38.75,4.21,1
1261,18,Beauty,77.15,4.25,1
1262,308,Beauty,20.98,5.0,1
1263,272,Sports,23.56,3.38,1
1264,23,Toys,14.69,4.23,1
1265,134,Sports,10.64,4.25,1
1266,4,Electronics,28.49,4.99,1
1267,4,Toys,38.48,4.13,1
1268,248,Sports,31.07,4.13,1
1269,257,Electronics,22.75,3.85,0
1270,179,Beauty,13.94,3.52,1
1271,85,Electronics,6.0,3.82,0
1272,109,Toys,24.46,4.56,1
1273,247,Sports,41.96,3.74,0
1274,300,Toys,16.13,3.76,1
1275,243,Electronics,39.91,4.71,1
1276,264,Electronics,34.82,3.51,1
1277,231,Electronics,33.46,3.58,1
1278,149,Electronics,53.98,3.08,1
1279,290,Sports,36.63,4.61,1
1280,61,Beauty,61.29,4.61,1
1281,20,Beauty,19.15,4.3,1
1282,151,Electronics,58.34,4.47,0
1283,260,Sports,50.58,4.52,1
1284,143,Electronics,15.07,5.0,1
1285,56,Toys,35.11,3.75,1
1286,204,Electronics,52.66,4.18,1
1287,198,Beauty,89.55,4.7,0
1288,254,Beauty,17.57,3.26,1
1289,188,Sports,45.42,4.16,1
1290,99,Home,41.24,3.75,0
1291,251,Electronics,20.87,4.42,1
1292,309,Beauty,49.58,4.14,1
1293,145,Home,44.89,4.3,1
1294,38,Toys,66.24,4.22,1
1295,292,Beauty,59.18,4.66,1
1296,131,Beauty,32.68,4.53,1
1297,294,Toys,56.97,3.84,1
1298,71,Beauty,26.79,4.86,1
1299,6,Toys,30.09,4.96,1
1300,318,Sports,47.39,4.02,1
1301,234,Toys,67.71,4.2,1
1302,249,Sports,80.55,4.15,0
1303,278,Electronics,44.94,5.0,0
1304,318,Beauty,20.23,4.1,1
1305,278,Electronics,57.93,4.55,1
1306,94,Toys,12.78,4.92,1
1307,155,Home,55.09,3.1,1
1308,203,Toys,71.63,4.35,1
1309,303,Electronics,73.61,3.09,1
1310,316,Electronics,20.86,3.98,1
1311,14,Electronics,37.59,4.1,1
1312,254,Sports,22.63,3.91,1
1313,294,Home,28.5,2.8,1
1314,31,Toys,111.66,4.17,1
1315,262,Beauty,6.0,4.08,1
1316,238,Home,42.19,4.59,1
1317,237,Beauty,34.3,3.62,0
1318,294,Toys,50.34,3.39,1
1319,194,Home,68.13,4.73,1
1320,54,Toys,38.06,4.45,1
1321,40,Sports,20.49,4.76,1
1322,300,Electronics,58.82,4.56,1
1323,251,Home,47.29,4.07,1
1324,76,Beauty,49.08,4.1,1
1325,56,Toys,45.83,3.97,1
1326,234,Home,71.54,4.0,1
1327,111,Sports,79.86,4.07,1
1328,39,Home,85.38,3.17,1
1329,267,Home,22.54,3.67,1
1330,282,Electronics,59.43,4.46,1
1331,299,Toys,36.46,4.7,1
1332,70,Home,49.99,4.48,1
1333,37,Sports,54.66,3.23,1
1334,231,Home,12.54,3.36,1
1335,204,Beauty,38.44,4.73,1
1336,302,Toys,36.6,5.0,1
1337,2,Home,42.86,4.11,1
1338,268,Electronics,37.43,4.02,0
1339,265,Sports,41.87,4.52,1
1340,223,Sports,83.65,4.21,1
1341,263,Electronics,18.87,4.65,1
1342,82,Sports,34.43,4.46,1
1343,260,Electronics,47.63,5.0,1
1344,251,Toys,73.0,4.5,1
1345,54,Beauty,26.38,3.47,1
1346,59,Electronics,57.06,4.26,1
1347,8,Home,29.64,5.0,1
1348,182,Beauty,26.44,3.72,1
1349,236,Beauty,32.93,3.95,0
1350,163,Electronics,25.88,5.0,1
1351,146,Toys,26.86,4.13,1
1352,114,Toys,53.56,3.79,1
1353,199,Toys,25.33,3.74,1
1354,54,Home,27.68,4.23,1
1355,97,Home,74.29,4.29,1
1356,136,Toys,63.01,4.49,1
1357,266,Electronics,6.0,4.34,1
1358,73,Toys,24.58,3.99,1
1359,260,Sports,26.01,3.71,1
1360,65,Toys,46.1,4.11,1
1361,279,Home,14.51,3.95,1
1362,261,Electronics,15.21,3.57,1
1363,16,Sports,15.07,4.09,1
1364,309,Sports,68.61,4.52,1
1365,68,Home,27.23,3.56,1
1366,279,Home,19.63,3.71,0
1367,25,Beauty,26.6,3.78,1
1368,153,Beauty,6.0,4.36,0
1369,142,Sports,42.83,4.31,1
1370,95,Beauty,38.01,4.08,1
1371,127,Beauty,10.54,4.81,1
1372,73,Beauty,39.27,4.18,1
1373,123,Electronics,16.23,5.0,1
1374,273,Beauty,38.6,3.72,1
1375,14,Electronics,43.6,4.45,1
1376,292,Electronics,39.13,3.84,1
1377,243,Sports,54.51,4.3,1
1378,25,Beauty,24.05,4.19,1
1379,54,Toys,23.98,3.93,1
1380,273,Sports,37.99,3.56,1
1381,124,Sports,18.9,4.48,0
1382,201,Beauty,40.32,3.32,1
1383,82,Electronics,6.0,3.59,1
1384,209,Electronics,12.11,4.43,1
1385,227,Electronics,35.92,4.49,1
1386,6,Toys,57.62,4.31,1
1387,102,Sports,37.53,3.47,1
1388,234,Toys,68.9,4.12,1
1389,259,Sports,63.68,4.93,1
1390,36,Home,45.78,3.68,1
1391,165,Home,46.44,4.97,1
1392,11,Electronics,63.72,4.21,1
1393,109,Electronics,26.09,5.0,1
1394,299,Electronics,10.42,3.23,1
1395,182,Sports,40.84,3.81,1
1396,306,Sports,54.07,4.43,1
1397,174,Toys,24.82,3.87,1
1398,260,Beauty,27.8,5.0,1
1399,280,Toys,8.73,4.35,1
1400,286,Sports,55.82,3.42,1
1401,176,Toys,38.33,4.34,1
1402,235,Electronics,39.67,4.14,1
1403,193,Electronics,44.6,4.09,1
1404,297,Beauty,31.31,3.64,1
1405,148,Home,16.24,4.35,1
1406,289,Electronics,70.83,3.63,1
1407,23,Sports,41.68,4.06,1
1408,144,Beauty,61.79,4.03,1
1409,73,Beauty,23.21,3.94,1
1410,288,Toys,11.53,4.66,0
1411,230,Beauty,6.79,3.75,1
1412,93,Electronics,6.0,3.81,1
1413,55,Electronics,36.41,5.0,1
1414,304,Toys,24.86,4.04,1
1415,233,Electronics,35.86,4.17,1
1416,180,Toys,82.4,5.0,0
1417,58,Beauty,42.39,3.94,1
1418,77,Electronics,35.98,4.36,1
1419,264,Beauty,27.23,3.58,1
1420,26,Sports,44.86,4.08,1
1421,116,Beauty,72.18,4.11,1
1422,189,Beauty,36.06,4.15,1
1423,148,Sports,16.4,5.0,1
1424,315,Beauty,15.09,4.35,1
1425,312,Sports,34.79,3.53,0
1426,176,Home,60.37,3.25,1
1427,198,Home,35.95,3.53,1
1428,114,Sports,24.83,5.0,1
1429,236,Electronics,37.97,3.43,1
1430,149,Toys,32.75,4.89,1
1431,195,Electronics,36.08,4.48,1
1432,54,Toys,53.12,4.31,0
1433,84,Beauty,58.6,3.78,1
1434,27,Sports,25.46,4.23,1
1435,246,Beauty,35.49,4.15,1
1436,280,Beauty,80.41,3.55,1
1437,61,Beauty,54.47,5.0,1
1438,152,Home,25.69,4.91,1
1439,188,Beauty,93.2,3.92,1
1440,200,Home,6.0,4.99,0
1441,189,Home,31.17,3.75,1
1442,281,Electronics,60.61,4.56,1
1443,104,Toys,19.23,4.04,1
1444,207,Toys,54.53,4.62,1
1445,132,Home,44.3,4.37,1
1446,127,Electronics,30.75,3.68,1
1447,270,Sports,51.44,4.77,1
1448,59,Home,79.35,4.5,1
1449,2,Home,51.83,3.72,1
1450,100,Home,6.0,4.51,0
1451,162,Home,44.34,4.33,1
1452,115,Toys,56.16,3.66,1
1453,161,Electronics,30.08,3.87,1
1454,294,Electronics,15.96,4.63,1
1455,316,Beauty,39.18,4.36,1
1456,119,Home,44.07,4.15,1
1457,226,Beauty,6.0,4.55,1
1458,45,Toys,34.72,4.74,1
1459,59,Electronics,18.47,3.53,1
1460,172,Sports,63.53,3.84,1
1461,61,Sports,63.31,4.48,0
1462,96,Toys,18.39,4.16,1
1463,104,Electronics,19.22,3.75,0
1464,166,Beauty,19.57,4.88,1
1465,230,Home,16.89,4.47,1
1466,251,Beauty,50.13,4.26,1
1467,79,Home,30.07,4.49,1
1468,294,Toys,27.91,3.99,1
1469,146,Home,57.19,3.85,1
1470,47,Sports,6.0,3.49,1
1471,55,Sports,38.13,2.99,1
1472,236,Beauty,29.42,4.33,1
1473,188,Toys,25.13,3.77,1
1474,127,Electronics,62.13,3.12,1
1475,283,Toys,9.08,4.91,1
1476,290,Electronics,20.87,4.37,1
1477,168,Electronics,50.58,3.61,1
1478,265,Electronics,25.63,4.37,1
1479,66,Home,64.23,4.54,1
1480,48,Electronics,25.14,4.82,1
1481,38,Home,6.0,3.73,1
1482,305,Electronics,21.35,3.8,1
1483,23,Sports,94.43,4.02,1
1484,123,Electronics,32.66,3.57,1
1485,79,Sports,32.27,5.0,1
1486,56,Electronics,26.06,4.26,1
1487,12,Sports,39.76,4.59,1
1488,175,Sports,67.27,4.84,1
1489,18,Toys,31.15,3.66,1
1490,262,Electronics,22.72,4.26,1
1491,272,Beauty,12.1,3.81,1
1492,240,Sports,51.2,4.47,0
1493,145,Home,50.11,4.07,1
1494,48,Toys,21.64,4.92,1
1495,184,Electronics,65.83,3.59,1
1496,209,Beauty,12.07,2.94,1
1497,158,Home,39.53,5.0,1
1498,160,Electronics,30.83,4.18,1
1499,317,Home,63.48,3.82,1
1500,49,Electronics,65.46,4.03,0
1501,264,Sports,36.04,3.51,1
1502,250,Electronics,6.49,4.34,1
1503,124,Home,67.04,3.9,0
1504,153,Electronics,24.8,4.58,1
1505,54,Electronics,57.51,3.73,1
1506,152,Home,45.26,3.7,1
1507,142,Beauty,58.35,4.93,1
1508,25,Toys,69.58,3.67,0
